0.000000,0.039989,0.079915,0.119712,0.159318,0.198669,0.237703,0.276356,0.314567,0.352274,0.389418,0.425939,0.461779,0.496880,0.531186,0.564642,0.597195,0.628793,0.659385,0.688921,0.717356,0.744643,0.770739,0.795602,0.819192,0.841471,0.862404,0.881958,0.900100,0.916803,0.932039,0.945784,0.958016,0.968715,0.977865,0.985450,0.991458,0.995881,0.998710,0.999942,0.999574,0.997606,0.994043,0.988890,0.982154,0.973848,0.963983,0.952576,0.939645,0.925211,0.909297,0.891929,0.873133,0.852941,0.831383,0.808496,0.784316,0.758881,0.732231,0.704411,0.675463,0.645435,0.614374,0.582331,0.549356,0.515501,0.480823,0.445375,0.409214,0.372399,0.334988,0.297041,0.258619,0.219784,0.180596,0.141120,0.101418,0.061554,0.021591,-0.018406,-0.058374,-0.098249,-0.137966,-0.177462,-0.216675,-0.255541,-0.293998,-0.331985,-0.369441,-0.406306,-0.442520,-0.478027,-0.512769,-0.546691,-0.579738,-0.611858,-0.642999,-0.673111,-0.702146,-0.730058,-0.756802,-0.782336,-0.806618,-0.829609,-0.851273,-0.871576,-0.890484,-0.907967,-0.923998,-0.938551,-0.951602,-0.963131,-0.973119,-0.981550,-0.988411,-0.993691,-0.997381,-0.999476,-0.999971,-0.998867,-0.996165,-0.991869,-0.985986,-0.978526,-0.969501,-0.958924,-0.946814,-0.933189,-0.918070,-0.901484,-0.883455,-0.864012,-0.843188,-0.821014,-0.797527,-0.772764,-0.746765,-0.719572,-0.691227,-0.661776,-0.631267,-0.599747,-0.567269,-0.533882,-0.499642,-0.464602,-0.428819,-0.392350,-0.355253,-0.317589,-0.279415,-0.240795,-0.201790,-0.162462,-0.122874,-0.083090,-0.043172,
0.039989,0.079979,0.119904,0.159702,0.199308,0.238659,0.277692,0.316345,0.354556,0.392264,0.429408,0.465929,0.501768,0.536869,0.571176,0.604632,0.637185,0.668782,0.699374,0.728911,0.757345,0.784632,0.810728,0.835591,0.859181,0.881460,0.902394,0.921947,0.940090,0.956792,0.972028,0.985773,0.998005,1.008704,1.017854,1.025439,1.031448,1.035870,1.038700,1.039931,1.039563,1.037596,1.034033,1.028879,1.022144,1.013837,1.003972,0.992566,0.979635,0.965201,0.949287,0.931918,0.913122,0.892930,0.871373,0.848486,0.824305,0.798870,0.772221,0.744400,0.715452,0.685424,0.654364,0.622320,0.589345,0.555491,0.520812,0.485364,0.449203,0.412388,0.374978,0.337031,0.298609,0.259773,0.220586,0.181109,0.141407,0.101543,0.061580,0.021583,-0.018385,-0.058259,-0.097977,-0.137473,-0.176686,-0.215552,-0.254009,-0.291996,-0.329452,-0.366316,-0.402531,-0.438038,-0.472780,-0.506702,-0.539749,-0.571869,-0.603009,-0.633122,-0.662157,-0.690069,-0.716813,-0.742347,-0.766628,-0.789620,-0.811284,-0.831586,-0.850494,-0.867978,-0.884009,-0.898562,-0.911613,-0.923142,-0.933130,-0.941561,-0.948422,-0.953702,-0.957392,-0.959486,-0.959982,-0.958877,-0.956175,-0.951879,-0.945997,-0.938537,-0.929511,-0.918935,-0.906824,-0.893199,-0.878081,-0.861494,-0.843465,-0.824023,-0.803198,-0.781025,-0.757538,-0.732775,-0.706776,-0.679582,-0.651237,-0.621787,-0.591277,-0.559758,-0.527279,-0.493893,-0.459652,-0.424613,-0.388830,-0.352361,-0.315264,-0.277599,-0.239426,-0.200806,-0.161801,-0.122473,-0.082885,-0.043100,-0.003183,
0.079915,0.119904,0.159829,0.199627,0.239233,0.278584,0.317617,0.356270,0.394481,0.432189,0.469333,0.505854,0.541694,0.576795,0.611101,0.644557,0.677110,0.708708,0.739299,0.768836,0.797271,0.824558,0.850654,0.875516,0.899106,0.921386,0.942319,0.961873,0.980015,0.996718,1.011954,1.025699,1.037930,1.048630,1.057779,1.065364,1.071373,1.075796,1.078625,1.079856,1.079488,1.077521,1.073958,1.068805,1.062069,1.053762,1.043898,1.032491,1.019560,1.005126,0.989212,0.971843,0.953048,0.932855,0.911298,0.888411,0.864231,0.838795,0.812146,0.784326,0.755378,0.725350,0.694289,0.662245,0.629270,0.595416,0.560737,0.525289,0.489129,0.452314,0.414903,0.376956,0.338534,0.299698,0.260511,0.221035,0.181333,0.141468,0.101506,0.061508,0.021541,-0.018334,-0.058051,-0.097548,-0.136760,-0.175627,-0.214084,-0.252071,-0.289526,-0.326391,-0.362606,-0.398113,-0.432855,-0.466776,-0.499824,-0.531943,-0.563084,-0.593196,-0.622232,-0.650144,-0.676888,-0.702421,-0.726703,-0.749694,-0.771359,-0.791661,-0.810569,-0.828053,-0.844084,-0.858636,-0.871687,-0.883216,-0.893204,-0.901636,-0.908497,-0.913776,-0.917466,-0.919561,-0.920056,-0.918952,-0.916250,-0.911954,-0.906071,-0.898611,-0.889586,-0.879010,-0.866899,-0.853274,-0.838156,-0.821569,-0.803540,-0.784098,-0.763273,-0.741099,-0.717613,-0.692850,-0.666851,-0.639657,-0.611312,-0.581861,-0.551352,-0.519833,-0.487354,-0.453968,-0.419727,-0.384687,-0.348904,-0.312435,-0.275339,-0.237674,-0.199501,-0.160881,-0.121876,-0.082547,-0.042959,-0.003175,0.036743,
0.119712,0.159702,0.199627,0.239424,0.279030,0.318382,0.357415,0.396068,0.434279,0.471986,0.509131,0.545652,0.581491,0.616592,0.650898,0.684355,0.716908,0.748505,0.779097,0.808634,0.837068,0.864355,0.890451,0.915314,0.938904,0.961183,0.982116,1.001670,1.019813,1.036515,1.051751,1.065496,1.077728,1.088427,1.097577,1.105162,1.111171,1.115593,1.118422,1.119654,1.119286,1.117319,1.113755,1.108602,1.101866,1.093560,1.083695,1.072288,1.059358,1.044924,1.029010,1.011641,0.992845,0.972653,0.951096,0.928209,0.904028,0.878593,0.851944,0.824123,0.795175,0.765147,0.734086,0.702043,0.669068,0.635214,0.600535,0.565087,0.528926,0.492111,0.454700,0.416754,0.378331,0.339496,0.300308,0.260832,0.221130,0.181266,0.141303,0.101306,0.061338,0.021464,-0.018254,-0.057750,-0.096963,-0.135829,-0.174286,-0.212273,-0.249729,-0.286593,-0.322808,-0.358315,-0.393057,-0.426979,-0.460026,-0.492146,-0.523286,-0.553399,-0.582434,-0.610346,-0.637090,-0.662624,-0.686906,-0.709897,-0.731561,-0.751863,-0.770772,-0.788255,-0.804286,-0.818839,-0.831890,-0.843419,-0.853407,-0.861838,-0.868699,-0.873979,-0.877669,-0.879763,-0.880259,-0.879155,-0.876452,-0.872157,-0.866274,-0.858814,-0.849788,-0.839212,-0.827102,-0.813476,-0.798358,-0.781772,-0.763743,-0.744300,-0.723475,-0.701302,-0.677815,-0.653052,-0.627053,-0.599859,-0.571515,-0.542064,-0.511554,-0.480035,-0.447556,-0.414170,-0.379929,-0.344890,-0.309107,-0.272638,-0.235541,-0.197876,-0.159703,-0.121083,-0.082078,-0.042750,-0.003162,0.036623,0.076540,
0.159318,0.199308,0.239233,0.279030,0.318636,0.357988,0.397021,0.435674,0.473885,0.511592,0.548737,0.585258,0.621097,0.656198,0.690504,0.723961,0.756514,0.788111,0.818703,0.848240,0.876674,0.903961,0.930057,0.954920,0.978510,1.000789,1.021722,1.041276,1.059419,1.076121,1.091357,1.105102,1.117334,1.128033,1.137183,1.144768,1.150777,1.155199,1.158028,1.159260,1.158892,1.156925,1.153361,1.148208,1.141473,1.133166,1.123301,1.111894,1.098964,1.084530,1.068616,1.051247,1.032451,1.012259,0.990702,0.967815,0.943634,0.918199,0.891550,0.863729,0.834781,0.804753,0.773692,0.741649,0.708674,0.674820,0.640141,0.604693,0.568532,0.531717,0.494306,0.456360,0.417937,0.379102,0.339914,0.300438,0.260736,0.220872,0.180909,0.140912,0.100944,0.061070,0.021352,-0.018144,-0.057357,-0.096223,-0.134680,-0.172667,-0.210123,-0.246987,-0.283202,-0.318709,-0.353451,-0.387373,-0.420420,-0.452540,-0.483680,-0.513793,-0.542828,-0.570740,-0.597484,-0.623018,-0.647300,-0.670291,-0.691955,-0.712258,-0.731166,-0.748649,-0.764680,-0.779233,-0.792284,-0.803813,-0.813801,-0.822232,-0.829093,-0.834373,-0.838063,-0.840157,-0.840653,-0.839549,-0.836846,-0.832551,-0.826668,-0.819208,-0.810183,-0.799606,-0.787496,-0.773870,-0.758752,-0.742166,-0.724137,-0.704694,-0.683869,-0.661696,-0.638209,-0.613446,-0.587447,-0.560253,-0.531909,-0.502458,-0.471949,-0.440429,-0.407950,-0.374564,-0.340323,-0.305284,-0.269501,-0.233032,-0.195935,-0.158270,-0.120097,-0.081477,-0.042472,-0.003144,0.036444,0.076229,0.116146,
0.198669,0.238659,0.278584,0.318382,0.357988,0.397339,0.436372,0.475025,0.513236,0.550944,0.588088,0.624609,0.660448,0.695549,0.729856,0.763312,0.795865,0.827462,0.858054,0.887591,0.916025,0.943312,0.969408,0.994271,1.017861,1.040140,1.061074,1.080627,1.098770,1.115472,1.130708,1.144453,1.156685,1.167385,1.176534,1.184119,1.190128,1.194550,1.197379,1.198611,1.198243,1.196276,1.192713,1.187559,1.180824,1.172517,1.162652,1.151245,1.138315,1.123881,1.107967,1.090598,1.071802,1.051610,1.030053,1.007166,0.982985,0.957550,0.930901,0.903080,0.874132,0.844104,0.813044,0.781000,0.748025,0.714171,0.679492,0.644044,0.607883,0.571068,0.533658,0.495711,0.457289,0.418453,0.379266,0.339789,0.300087,0.260223,0.220260,0.180263,0.140295,0.100421,0.060703,0.021207,-0.018006,-0.056872,-0.095329,-0.133316,-0.170772,-0.207636,-0.243851,-0.279358,-0.314100,-0.348022,-0.381069,-0.413189,-0.444329,-0.474442,-0.503477,-0.531389,-0.558133,-0.583667,-0.607948,-0.630940,-0.652604,-0.672906,-0.691814,-0.709298,-0.725329,-0.739882,-0.752933,-0.764462,-0.774450,-0.782881,-0.789742,-0.795022,-0.798712,-0.800806,-0.801302,-0.800197,-0.797495,-0.793199,-0.787317,-0.779857,-0.770831,-0.760255,-0.748144,-0.734519,-0.719401,-0.702814,-0.684785,-0.665343,-0.644518,-0.622345,-0.598858,-0.574095,-0.548096,-0.520902,-0.492557,-0.463107,-0.432597,-0.401078,-0.368599,-0.335213,-0.300972,-0.265933,-0.230150,-0.193681,-0.156584,-0.118919,-0.080746,-0.042126,-0.003121,0.036207,0.075795,0.115580,0.155497,
0.237703,0.277692,0.317617,0.357415,0.397021,0.436372,0.475405,0.514058,0.552269,0.589977,0.627121,0.663642,0.699482,0.734583,0.768889,0.802345,0.834898,0.866496,0.897087,0.926624,0.955059,0.982346,1.008441,1.033304,1.056894,1.079174,1.100107,1.119660,1.137803,1.154506,1.169742,1.183487,1.195719,1.206418,1.215567,1.223152,1.229161,1.233583,1.236413,1.237644,1.237276,1.235309,1.231746,1.226592,1.219857,1.211550,1.201686,1.190279,1.177348,1.162914,1.147000,1.129631,1.110836,1.090643,1.069086,1.046199,1.022019,0.996583,0.969934,0.942113,0.913166,0.883138,0.852077,0.820033,0.787058,0.753204,0.718525,0.683077,0.646917,0.610102,0.572691,0.534744,0.496322,0.457486,0.418299,0.378823,0.339121,0.299256,0.259294,0.219296,0.179328,0.139454,0.099737,0.060240,0.021028,-0.017839,-0.056296,-0.094283,-0.131738,-0.168603,-0.204818,-0.240325,-0.275067,-0.308988,-0.342036,-0.374155,-0.405296,-0.435408,-0.464444,-0.492356,-0.519100,-0.544633,-0.568915,-0.591906,-0.613571,-0.633873,-0.652781,-0.670265,-0.686296,-0.700848,-0.713899,-0.725428,-0.735416,-0.743848,-0.750709,-0.755988,-0.759678,-0.761773,-0.762268,-0.761164,-0.758462,-0.754166,-0.748284,-0.740824,-0.731798,-0.721222,-0.709111,-0.695486,-0.680368,-0.663781,-0.645752,-0.626310,-0.605485,-0.583311,-0.559825,-0.535062,-0.509063,-0.481869,-0.453524,-0.424073,-0.393564,-0.362045,-0.329566,-0.296180,-0.261939,-0.226899,-0.191116,-0.154647,-0.117551,-0.079886,-0.041713,-0.003093,0.035912,0.075240,0.114828,0.154613,0.194531,
0.276356,0.316345,0.356270,0.396068,0.435674,0.475025,0.514058,0.552711,0.590922,0.628630,0.665774,0.702295,0.738135,0.773236,0.807542,0.840998,0.873551,0.905149,0.935740,0.965277,0.993712,1.020999,1.047095,1.071957,1.095547,1.117827,1.138760,1.158314,1.176456,1.193159,1.208395,1.222140,1.234372,1.245071,1.254220,1.261805,1.267814,1.272236,1.275066,1.276297,1.275929,1.273962,1.270399,1.265245,1.258510,1.250203,1.240339,1.228932,1.216001,1.201567,1.185653,1.168284,1.149489,1.129296,1.107739,1.084852,1.060672,1.035236,1.008587,0.980766,0.951819,0.921791,0.890730,0.858686,0.825711,0.791857,0.757178,0.721730,0.685570,0.648755,0.611344,0.573397,0.534975,0.496139,0.456952,0.417476,0.377774,0.337909,0.297947,0.257949,0.217981,0.178107,0.138390,0.098893,0.059681,0.020814,-0.017643,-0.055630,-0.093085,-0.129950,-0.166165,-0.201672,-0.236414,-0.270335,-0.303383,-0.335502,-0.366643,-0.396755,-0.425791,-0.453703,-0.480447,-0.505980,-0.530262,-0.553253,-0.574918,-0.595220,-0.614128,-0.631612,-0.647643,-0.662195,-0.675246,-0.686775,-0.696763,-0.705195,-0.712056,-0.717335,-0.721025,-0.723120,-0.723615,-0.722511,-0.719809,-0.715513,-0.709630,-0.702170,-0.693145,-0.682569,-0.670458,-0.656833,-0.641715,-0.625128,-0.607099,-0.587657,-0.566832,-0.544658,-0.521172,-0.496409,-0.470410,-0.443216,-0.414871,-0.385420,-0.354911,-0.323392,-0.290913,-0.257527,-0.223286,-0.188246,-0.152463,-0.115994,-0.078898,-0.041233,-0.003060,0.035560,0.074565,0.113894,0.153481,0.193266,0.233184,
0.314567,0.354556,0.394481,0.434279,0.473885,0.513236,0.552269,0.590922,0.629133,0.666841,0.703985,0.740506,0.776346,0.811447,0.845753,0.879209,0.911762,0.943360,0.973951,1.003488,1.031923,1.059210,1.085305,1.110168,1.133758,1.156038,1.176971,1.196524,1.214667,1.231370,1.246606,1.260351,1.272582,1.283282,1.292431,1.300016,1.306025,1.310447,1.313277,1.314508,1.314140,1.312173,1.308610,1.303456,1.296721,1.288414,1.278550,1.267143,1.254212,1.239778,1.223864,1.206495,1.187700,1.167507,1.145950,1.123063,1.098882,1.073447,1.046798,1.018977,0.990030,0.960002,0.928941,0.896897,0.863922,0.830068,0.795389,0.759941,0.723781,0.686966,0.649555,0.611608,0.573186,0.534350,0.495163,0.455687,0.415985,0.376120,0.336158,0.296160,0.256192,0.216318,0.176601,0.137104,0.097892,0.059025,0.020568,-0.017419,-0.054874,-0.091739,-0.127954,-0.163461,-0.198203,-0.232125,-0.265172,-0.297291,-0.328432,-0.358544,-0.387580,-0.415492,-0.442236,-0.467769,-0.492051,-0.515043,-0.536707,-0.557009,-0.575917,-0.593401,-0.609432,-0.623984,-0.637036,-0.648564,-0.658552,-0.666984,-0.673845,-0.679124,-0.682814,-0.684909,-0.685404,-0.684300,-0.681598,-0.677302,-0.671420,-0.663960,-0.654934,-0.644358,-0.632247,-0.618622,-0.603504,-0.586917,-0.568888,-0.549446,-0.528621,-0.506448,-0.482961,-0.458198,-0.432199,-0.405005,-0.376660,-0.347210,-0.316700,-0.285181,-0.252702,-0.219316,-0.185075,-0.150035,-0.114253,-0.077784,-0.040687,-0.003022,0.035151,0.073771,0.112776,0.152104,0.191692,0.231477,0.271394,
0.352274,0.392264,0.432189,0.471986,0.511592,0.550944,0.589977,0.628630,0.666841,0.704548,0.741693,0.778214,0.814053,0.849154,0.883460,0.916917,0.949470,0.981067,1.011659,1.041196,1.069630,1.096917,1.123013,1.147876,1.171466,1.193745,1.214678,1.234232,1.252375,1.269077,1.284313,1.298058,1.310290,1.320989,1.330139,1.337724,1.343733,1.348155,1.350984,1.352216,1.351848,1.349881,1.346317,1.341164,1.334429,1.326122,1.316257,1.304850,1.291920,1.277486,1.261572,1.244203,1.225407,1.205215,1.183658,1.160771,1.136590,1.111155,1.084506,1.056685,1.027737,0.997709,0.966649,0.934605,0.901630,0.867776,0.833097,0.797649,0.761488,0.724673,0.687262,0.649316,0.610893,0.572058,0.532870,0.493394,0.453692,0.413828,0.373865,0.333868,0.293900,0.254026,0.214308,0.174812,0.135599,0.096733,0.058276,0.020289,-0.017167,-0.054031,-0.090246,-0.125753,-0.160495,-0.194417,-0.227464,-0.259584,-0.290724,-0.320837,-0.349872,-0.377784,-0.404528,-0.430062,-0.454343,-0.477335,-0.498999,-0.519301,-0.538209,-0.555693,-0.571724,-0.586277,-0.599328,-0.610857,-0.620845,-0.629276,-0.636137,-0.641417,-0.645107,-0.647201,-0.647697,-0.646593,-0.643890,-0.639594,-0.633712,-0.626252,-0.617226,-0.606650,-0.594540,-0.580914,-0.565796,-0.549209,-0.531181,-0.511738,-0.490913,-0.468740,-0.445253,-0.420490,-0.394491,-0.367297,-0.338953,-0.309502,-0.278992,-0.247473,-0.214994,-0.181608,-0.147367,-0.112328,-0.076545,-0.040076,-0.002979,0.034686,0.072859,0.111479,0.150484,0.189812,0.229400,0.269185,0.309102,
